Episode,Rewards
0,-104.36700294023566
1,-86.02810598281965
2,-102.9099463292472
3,-114.37279946900406
4,-102.17994346425328
5,-98.42854654696919
6,-118.6227404970144
7,-79.14010189796039
8,-100.42466206836994
9,-125.70433357652588
10,-104.25770549294353
11,-100.8349961148586
12,-99.2548751827154
13,-127.90985691577924
14,-108.2993539293756
15,-105.49540401624066
16,-100.01770544125426
17,-100.80544749653976
18,-103.1365037986134
19,-113.17226356851899
20,-76.66338295839174
21,-102.77776834702118
22,-69.61189846734325
23,-117.82344635745201
24,-101.76594549219745
25,-112.2448848856466
26,-71.24248649507233
27,-103.9987935709592
28,-127.6789831648841
29,-97.68599906066484
30,-95.73475833138937
31,-108.44792893845718
32,-127.96350637602248
33,-128.22665850984373
34,-101.22959852521933
35,-103.57574058475983
36,-128.56439046767048
37,-114.07748647017287
38,-110.6645611482088
39,-110.35356182014891
40,-103.91236374400617
41,-112.50758949922057
42,-107.48363832874415
43,-103.18870579181785
44,-112.36447911648385
45,-106.28613513638038
46,-102.82591816072765
47,-120.12993816151959
48,-114.64298441092474
49,-109.14983600326477
50,-114.13843496047774
51,-115.64635834168172
52,-114.3552001766396
53,-134.12696457043538
54,-244.94624417012778
55,-131.85902653414985
56,-130.61769367267004
57,-111.89799038179744
58,-66.05485834419761
59,-93.41914109405515
60,-110.42130033724222
61,-71.14567920650715
62,-38.93244945811492
63,-20.636380305343746
64,9.6052907570335
65,27.94314312565526
66,-11.838627245289942
67,3.634625282568098
68,-30.63764052449447
69,-68.18392146939438
70,-122.51113278367256
71,-138.65865202260585
72,-126.37979892729294
73,-114.17992561115007
74,-86.78379527709664
75,-122.28843680765898
76,-22.26200917577838
77,-115.53360501081116
78,-39.26170034324649
79,-65.99229591422761
80,-64.76357106271527
81,-124.34339414790544
82,-60.31444317132469
83,-125.25283733042663
84,-31.799314437316077
85,-109.17284196968309
86,-8.419304059920005
87,2.582481670469315
88,39.791951843866926
89,29.906833262386655
90,-122.54337016687508
91,-125.87802924316901
92,-115.69763443177786
93,-97.17731761252841
94,27.464624247075236
95,-51.67420980234014
96,-109.91643656563072
97,-122.37310395624759
98,-123.43446218183038
99,-111.85526346694486
100,-102.6672764684111
101,-95.59522968059187
102,-113.24002699195856
103,-83.33274591743695
104,-79.42455852473196
105,-85.95353267668672
106,-87.69409079739285
107,-74.8327018115821
108,-44.35153282639607
109,-49.848182966051
110,-61.18054625892022
111,-114.06350343384395
112,-117.0480563616109
113,-101.60253578216812
114,-12.739831191697428
115,-106.29125504719015
116,-103.83588765367362
117,-107.89733952849974
118,2.7304033233765734
119,12.421682837240883
120,-1.122854929992083
121,-7.01611735451202
122,-26.534687500506962
123,-29.367841985760272
124,-39.39372679819372
125,-45.643384137076524
126,-48.335769749795105
127,-40.09561100722969
128,-58.920261570433084
129,-42.537580500917244
130,-52.799054036822454
131,-68.02643445762364
132,-36.902732706297485
133,-42.59383518226953
134,-134.8978552305638
135,-122.42721762250191
136,-12.099256448116726
137,-60.48474068510011
138,-34.9107739786415
139,-36.10408953625859
140,-48.282932393341866
141,-26.45346483316068
142,-27.42279151314937
143,-39.823772359725346
144,-157.43890254619134
145,-121.24345371266531
146,-41.82302326624299
147,-36.96379100702803
148,-10.536496832709402
149,27.300747580777177
150,24.42071444862247
151,8.745602359115281
152,0.5476138950358765
153,18.20651926465668
154,-124.79037243387637
155,-113.8767071639437
156,-104.29282289424725
157,-3.640709633235084
158,10.952893642575019
159,32.685260581555184
160,28.65294881557755
161,23.811506889529497
162,69.4015932422593
163,84.73290231801047
164,80.36730555297005
165,-50.29339706382211
166,-54.599600998384396
167,111.0189966009803
168,89.83024296457768
169,93.67603126048054
170,78.25677868551341
171,-106.86913071026567
172,-105.9402911664792
173,-107.26547584896493
174,38.282074043662625
175,102.20020030611303
176,112.97379828223832
177,95.86041159906796
178,127.68428226884677
179,138.28156441842617
180,-7.365758902691137
181,97.46448293406773
182,-82.05835094372264
183,141.04263686539343
184,100.60631688707096
185,67.25743331188943
186,100.34100919854411
187,-116.30534494750964
188,102.36567192070203
189,-136.19489390912537
190,171.03124430201683
191,23.0508033719531
192,-113.17268912397608
193,165.13555937782826
194,152.65113406129421
195,138.20062372312742
196,184.58373607029387
197,179.32768274356857
198,159.78130293770712
199,-119.62733191779566
200,166.41333741111322
201,157.36803323912326
202,168.87640051634338
203,160.9350218983539
204,171.28402650622778
205,139.8335917991198
206,129.8090840620593
207,156.38908390276953
208,126.92736254730033
209,155.92993981315624
210,7.074162271466662
211,-111.56901916129364
212,98.00750138774688
213,141.23117064584028
214,160.12922454722138
215,169.35692687328455
216,147.02204783232287
217,9.24179501104529
218,-101.73436249281757
