Episode,Rewards
270,-1.731410479
271,29.00348177
272,25.6229097
273,22.39571004
274,-0.821578002
275,27.23259748
276,27.17533657
277,20.49700416
278,27.8681833
279,31.78391457
280,26.77996782
281,27.18609434
282,12.58403321
283,-10.59833649
284,34.90128846
285,11.33822712
286,34.96705035
287,13.55823963
288,48.69463217
289,47.21460931
290,13.43721194
291,41.45004171
292,23.83389147
293,50.26488098
294,44.86799676
295,5.26181118
296,54.46770945
297,46.67162554
298,29.13290855
299,24.59753504
300,33.41691897
301,42.31222997
302,32.87478546
303,51.46074695
304,59.87891427
305,12.19360905
306,59.23677386
307,17.91375813
308,11.82657667
309,16.53566376
310,56.44911765
311,49.39564148
312,34.41404255
313,53.96232947
314,40.70752531
315,57.12265758
316,56.16703207
317,65.19795259
318,18.86255463
319,38.93862257
320,35.68334836
321,66.0797375
322,35.21637133
323,38.3018314
324,52.58976892
325,59.85394349
326,58.68800269
327,51.81402903
328,48.01062113
329,71.20595919
330,68.92016738
331,67.00807891
332,49.3746633
333,36.43580445
334,62.55443889
335,79.51105406
336,8.540182974
337,82.51208699
338,15.15548108
339,80.25543127
340,-133.8131206
341,26.79319604
342,-49.37323747
343,-11.0190844
344,-47.76931826
345,36.2967828
346,-44.3367965
347,-11.78897032
348,30.4900082
349,13.15386135
350,-4.830911117
351,-28.88565216
352,-30.32226648
353,41.99244213
354,86.37595806
355,79.31476693
356,63.24950047
357,29.87793144
358,-19.0246248
359,60.72315156
360,62.94337293
361,36.3365452
362,64.488423
363,78.68367843
364,76.56288812
365,85.11962077
366,55.49185677
367,88.89326106
368,73.13465285
369,70.51800766
370,78.95510594
371,73.2104637
372,75.06915245
373,65.40877857
374,69.45855429
375,76.89423311
376,72.65709402
377,79.95282095
378,79.89237458
379,87.83995425
380,89.75649703
381,1.994053236
382,87.34727447
383,73.03457014
384,83.16727863
385,63.85669619
386,95.39456112
387,81.44641513
388,41.99367408
389,62.85520946
390,30.59107011
391,92.16839454
392,53.97169497
393,78.2489587
394,57.96648368
395,15.55732971
396,106.2540593
397,63.38769227
398,12.62375937
399,59.29384478
400,94.32130871
401,-10.02740249
402,-7.5628386
403,-22.6173944
404,24.23470637
405,64.13211363
406,81.85884956
407,77.6632542
408,36.09267623
409,49.93966647
410,57.36549093
411,76.41523159
412,106.3187235
413,64.6774276
414,19.8147571
415,76.94859964
416,51.24154891
417,109.1305034
418,94.13490274
419,110.1728519
420,79.5720013
421,76.18851253
422,100.9468044
423,92.99693583
424,108.2230053
425,95.46926239
426,90.90517622
427,102.7803755
428,67.18847156
429,105.0573495
430,103.7336388
431,89.30548401
432,60.49641383
433,85.17994717
434,77.01306821
435,95.4083468
436,101.2702266
437,108.152701
438,106.1806994
439,36.8269375
440,53.52939298
441,16.8923823
442,86.85923092
443,85.25239966
444,36.8296476
445,74.71160088
446,67.31337997
447,70.14468231
448,100.5023031
449,-8.906798212
450,80.2587209
451,75.71573974
452,82.61722222
453,68.7235041
454,91.89917378
455,99.9138518
456,104.6825361
457,84.22665023
458,93.15482173
459,70.05068521
460,105.5532545
461,99.76074538
462,98.9595515
463,74.08410981
464,88.1456481
465,95.99348545
466,96.16176792
467,106.2157562
468,106.8938534
469,106.0156652
470,95.34363991
471,78.95146274
472,39.59593779
473,48.77063531
474,115.8107925
475,106.5410466
476,89.2246765
477,82.86217524
478,96.22454711
479,79.57092954
480,103.5610102
481,74.03224509
482,105.4203066
483,39.36832622
484,97.23316961
485,69.76660642
486,42.68829967
487,28.30897465
488,91.74325379
489,45.71821004
490,96.78421486
491,94.03402192
492,108.3160504
493,111.4448077
494,25.87310701
495,100.2427999
496,112.9599306
497,108.2808074
498,102.0072448
499,98.16604757
500,83.70376886
501,116.4611902
502,110.3155191
503,90.84990493
504,51.9299272
505,120.6358542
506,80.82525497
507,97.21601747
508,109.8284437
509,72.49077795
510,79.02416806
511,45.27637008
512,119.1709295
513,103.849535
514,86.50814015
515,56.75050904
516,0.949696608
517,57.62137427
518,42.29511632
519,93.47389923
520,83.42467033
521,-124.5001471
522,85.45607199
523,92.19370683
524,113.8950447
525,90.20356755
526,109.3290217
527,98.27327311
528,32.09453846
529,12.68311203
530,106.1040606
531,122.3640361
532,3.92896279
533,44.85658833
534,111.8039164
535,118.2609496
536,115.2302369
537,110.510671
538,107.6341741
539,64.46233194
540,118.0611964
541,111.8439244
542,115.6414448
543,114.3000263
544,89.58827881
545,113.2869709
546,122.7483513
547,78.05543923
548,99.20322463
549,67.04604311
550,116.7921877
551,102.4355067
552,47.05857947
553,97.6059558
554,122.6673387
555,124.2322091
556,114.1298924
557,125.858399
558,99.96233926
559,75.03204877
560,114.6781245
561,111.5137463
562,51.76492138
563,93.45882148
564,128.5733719
565,76.01572351
566,101.8104511
567,136.8075203
568,85.29769637
569,65.02520446
570,43.90637696
571,132.8142944
572,98.58790134
573,118.9135572
574,112.7895136
575,122.8217528
576,95.13386154
577,87.22601109
578,98.97443702
579,113.9049396
580,123.7013914
581,115.7452883
582,121.1971876
583,119.3849075
584,98.32576388
585,91.79556374
586,119.9325182
587,124.6669054
588,124.788296
589,120.944095
590,120.0972789
591,128.805278
592,99.40199314
593,103.8598986
594,126.8482942
595,124.0675718
596,130.789496
597,92.48007498
598,50.39173488
599,102.081388
600,120.0056073
601,34.54329874
602,94.67629084
603,72.50829341
604,36.24321447
605,116.1326823
606,46.88651597
607,121.6900442
608,49.37520878
609,140.1798839
610,112.2346643
611,99.36040743
612,51.34570588
613,48.38358454
614,130.072282
615,102.0304265
616,139.6759086
617,138.2340617
618,137.7109867
619,122.8904614
620,83.90911019
621,125.4218089
622,132.7609247
623,125.6710518
624,140.6836362
625,127.9019129
626,133.008737
627,87.6072357
628,134.3646612
629,64.11941847
630,109.8067008
631,104.7594519
632,141.7917129
633,111.0187778
634,124.1063002
635,125.456176
636,135.3525468
637,112.3771281
638,129.0872899
639,114.9162355
640,126.7639009
641,129.1655774
642,131.2760769
643,99.79511254
644,135.6961991
645,106.8876092
646,137.1568722
647,131.7574879
648,133.2066618
649,120.9684975
650,121.4951079
651,135.038228
652,130.5734998
653,124.4138765
654,138.2589277
655,78.6881817
656,116.0482417
657,58.44489032
658,137.3524846
659,144.9119141
660,91.79382656
661,97.40539548
662,87.9993351
663,99.61036052
664,89.10724752
665,120.6835162
666,76.28235227
667,150.3707004
668,147.5118637
669,128.906334
670,112.9784464
671,93.14693348
672,136.5846556
673,151.8122151
674,100.9081487
675,143.5653093
676,149.4615951
677,121.6941263
678,121.0056699
679,106.3928803
680,149.5591
681,121.5642114
682,103.5429332
683,147.9290296
684,124.9764776
685,109.2272314
686,153.3887117
687,151.0627687
688,124.3803091
689,91.8011534
690,131.2845744
691,99.9832172
692,102.7469711
693,91.7232307
694,144.4369551
695,101.5700164
696,151.4063601
697,153.8259384
698,95.51529511
699,148.8580127
700,140.4015058
701,149.1910239
702,98.01790871
703,124.6874892
704,101.5165657
705,107.3938429
706,140.3193224
707,112.9127394
708,155.4970763
709,143.8981963
710,53.53156609
711,122.8871327
712,150.5034397
713,103.2878795
714,130.3195217
715,156.9745899
716,125.445047
717,153.0741671
718,135.2935751
719,102.5251227
720,128.1712754
721,154.8576514
722,154.5265508
723,137.7285154
724,133.4811114
725,78.29634341
726,162.9410232
727,156.1568248
728,91.09144964
729,132.6732982
730,111.1615205
731,157.6132358
732,151.2913772
733,124.3333278
734,150.8193117
735,150.2008743
736,129.6315108
737,100.5576514
738,135.1830907
739,98.79030669
740,118.9783984
741,144.3193492
742,98.57541729
743,127.163098
744,149.8416579
745,101.1601456
746,141.8899834
747,127.026034
748,150.9864357
749,151.3789157
750,157.0141299
751,139.34545
752,152.2552341
753,147.1999912
754,108.1497109
755,156.987797
756,137.290786
757,113.2193228
758,123.0754604
759,134.931948
760,101.6772017
761,115.0954198
762,137.6610427
763,140.8390004
764,160.7896349
765,158.5663416
766,136.7672943
767,145.6764048
768,152.9768623
769,112.5655187
770,155.2642151
771,160.0051014
772,164.4546579
773,120.6962678
774,149.3595315
775,117.86769
776,164.2012967
777,118.0131743
778,152.8786544
779,144.3802464
780,155.6389286
781,166.8897675
782,157.5742722
783,162.839155
784,170.7293394
785,177.468805
786,139.7808547
787,171.0098807
788,153.3272039
789,142.2372066
790,141.7628692
791,91.22209171
792,121.7935865
793,144.2715431
794,117.72206
795,180.1669741
796,174.3035968
797,164.0711233
798,167.6330416
799,173.1214587
800,151.2226835
801,142.625444
802,155.2209783
803,169.9134964
804,115.1164556
805,140.3335474
806,146.3219178
807,157.5651621
808,148.1925764
809,147.9363955
810,122.1072535
811,160.2763114
812,155.535573
813,173.5882151
814,105.0206697
815,100.4209732
816,79.5233587
817,159.4498171
818,154.1734665
819,80.54152907
820,185.7041638
821,112.7245433
822,104.1147312
823,124.2850147
824,104.7646894
825,117.761926
826,139.4036065
827,38.12846136
828,98.68749927
829,103.849245
830,133.5684704
831,135.6197796
832,135.3082827
833,101.7976281
834,120.1726921
835,142.6949771
836,162.1142182
837,110.5290784
838,167.2417199
839,136.4714971
840,171.934306
841,107.745822
842,53.90849306
843,151.2931572
844,152.0428929
845,171.4264496
846,144.3969812
847,170.6275917
848,161.9429335
849,134.7122894
850,146.4076428
851,92.66008936
852,103.6475645
853,110.3264499
854,148.6570585
855,114.5768484
856,156.9431862
857,170.4736235
858,172.8078702
859,171.5878421
860,169.0053625
861,121.330647
862,168.9993955
863,151.9490676
864,175.5965686
865,119.2702465
866,153.7871873
867,168.7081136
868,171.7688092
869,165.569874
870,169.1089883
871,172.697516
872,134.9365012
873,155.0774009
874,144.5952674
875,125.3878251
876,166.6350845
877,168.1482977
878,146.4407316
879,191.2778172
880,148.3324774
881,165.4658426
882,173.2709183
883,188.9567019
884,128.3274983
885,95.68864699
886,115.4387393
887,190.9819565
888,139.3141421
889,196.4238322
890,159.8808963
891,139.582763
892,180.0798799
893,129.4335391
894,144.840953
895,154.4184659
896,136.4352491
897,130.8001208
898,151.1605504
899,153.5927713
900,157.175733
901,135.1120574
902,118.3311043
903,176.2015054
904,168.2602014
905,161.9082897
906,164.0760575
907,183.8543371
908,124.9412655
909,184.6094418
910,178.8292157
911,161.0605504
912,154.4777925
913,159.8727506
914,176.612199
915,194.7900377
916,194.7125921
917,195.0718606
918,180.2824093
919,143.7974107
920,138.3872621
921,142.4750423
922,182.092085
923,170.5349686
924,134.2588417
925,176.3635807
926,158.4075681
927,195.8869746
928,162.2346891
929,171.9530914
930,121.4758858
931,181.2225346
932,104.4172071
933,100.2023946
934,161.0919691
935,173.6005288
936,182.8541464
937,208.0838858
938,153.2103418
939,181.7378244
940,182.4363432
941,150.5200416
942,159.5052089
943,124.5925953
944,48.85926765
945,154.0675079
946,195.6681171
947,144.6599858
948,143.7121049
949,192.5756441
950,194.8395726
951,77.34828957
952,190.8379454
953,160.7156258
954,162.2530322
955,185.7869063
956,183.826882
957,195.5892434
958,172.2012121
959,191.6888545
960,115.6391106
961,194.3954898
962,196.8048218
963,187.178974
964,126.5781325
965,157.1519923
966,129.8342489
967,126.9394019
968,75.85963142
969,133.7696372
970,79.68469249
971,95.15972252
972,144.4350901
973,175.7770208
974,3.75418421
975,106.5115803
976,36.02618561
977,115.6479372
978,147.8652007
979,159.7070439
980,163.6458651
981,210.7072902
982,148.8688763
983,184.7447467
984,179.5011222
985,158.3982048
986,132.8361977
987,152.7061477
988,200.580618
989,105.0402562
990,205.6903525
991,212.6767146
992,123.6830321
993,209.8048583
994,173.5362065
995,151.0291235
996,192.9025575
997,203.1256744
998,128.4616131
999,174.1221242
1000,160.4986213
